내용,판단 결과,추천수
판사님에 능력을 믿습니다🇰🇷 무기징역 판결을 내려주세요🇰🇷.사회로부터 영원한 격리을 시켜주세요.🇰🇷,0,530
한명의 고귀한 생명이 헛되이 되지 않도록 판사님의 현명한 판단이 있기를 학수고대 하겠습니다 이러한 괴물들이 다시 사회에 나와 활보한다면 얼마나 큰 민폐일까요 헤아릴수가 없네요 가슴속이 시큰둥 합니다 속시원한 명판결 기대합니다,1,41
옳은판결에 박수를보냄니다,0,414
제발 감형 없는 무기징역 '판결' 나오길 기대해 봅니다.,0,422
판결중에 진짜 짱입니다 무슨 말이 필요할까요 소름 끼처요 진짜 이 세상에서 별일이 많치만 진짜 가슴 아픈 사건입니다 ᆢ,1,176
"지난 5년간 무너졌던 사법이 조금씩 회복되는거 같아 좋습니다. 검사는 이런 흉악범과, 강력범죄자들을 잡기 위해, 꼭 필요합니다. 검수완박법은 악법입니다",1,165
제발 가석방없는. 무기징역. 받길바랍니다 저런악마는. 사회에서 살아가면. 절때로 안됩니다,0,1
그 어떤 사람도 남의 도구 이용 과 허드렛을 책임지려고 태어난 사람은 없습니다 양형기준은 국회가 만들었기에 어쩔수없이 적용되어 판결이 어떻게 적용될지 모르겠지만 부디 가석방없는 무기로 사회 와 완전 격리가 나오길 바랍니다,0,43
무기징역 감옥살이 세금도 아깝다 사형을 시켜야 이런일이 안생기지,0,233
조금이라도 동정심을 얻어내 무죄를받고야말겠다는 집념이이길지 판사가이길지 지켜봅시다.,1,77
故人과 유족분을 위해서라도 판사는 꼭!!!!! 가석방 없는 무기 이상 때려야 한다....사형이면 더 좋고 ....국민들이 지켜보고 있다,0,7
이것들 만약징역살고나온다하면또그짖할겁니다 잔인한인간들 무조건 무거운죄를줘야합니다,0,1
이사건은 본보기로 꼭 제대로 판결해주세요 ㆍ판사님 우리나라 판사님은 천사인지. 범좌자에게. 너무. 관대합니다 ㆍ국민들과는 판결에 공감대 형성이 되지 않아요ㆍ다시는 인간으로 태어나질 말길. ㆍ범죄자들이 세상에 활보하게 하지 마세요,0,568
"사람 목숨에 상하는 없으니 ""살인에는 사형이나 무기징역""으로 항상 처벌 바랍니다...",0,5
무기징역 구형했으니까 판사는 사형 확정을 내려주시길... 심장 떨린다! 저년놈. 피해자분 생각하면 너무 마음아파 너무...ㅠ,1,1
아마 이은해의 악행을 가장 잘 아는 검사님은 사망자의 억울함에 대한 눈물도 있지만 이은해에대한 분노의 눈물도 있을수 있다고 생각됩니다.,1,2
판사님을 저희를 실망시키지마세요. 나쁜사람은 무기.아님 사형을 받아야 합니다.,0,3
인간이기를 거부한 이 인간들에게 선고에서도 무기징역이 내려 지기를 간절히 바랍니다,0,0
전국민이 보고 있습니다. 괴심재까지 받았으면 합니다. 가석방없는 무기징역 가즈아~,0,476
한사람 인생을 저럭해 처참하게 만들고 ....본인다른남자와즐기고 한탕삶을살고. 법적남편은 라면살돈이없어 빌리고... 판사님 현명한판단 하시길 기원합니다,0,4
우리나라에도 정의라는게 있었으면 좋겠네요 제발 부디 저 악마들을 사형은 못할지언정 무기징역으로 판결하여 영원히 바깥세상 구경 못하게 해주세요 사회와 영구차단해주세요 솔직히 무기징역도 아까워요 중동국가처럼 화형이나 참수형으로 다스려줬음 좋겠어요 우리들 돈 세금으로 밥맥여줘야되잖아요 오천오백만 전국에 모든 국민들이 지켜보고 있습니다,0,1
유족분들께서도 만족할 수 있는 현명한 판결을 해 주셨습니다! 절대로 감형되서는 안되는 인간들 입니다!,0,21
검사 구형에대해 판사들이 형량을 줄이는게 대부분인데 어떨지 지켜봅시다.,0,35
부족한거없이키웠던 내새기를 행복하게 해주지못한 부모는 평생 찢어질 가슴 부여잡고 살아야합니다 부디 감형은 시키지말아주세요,0,0
사람을 죽였는데 사형집행안하고 무기징역이라니... 말도 안됩니다... 판사님들!! 판단 똑대기하셔서 사형구형하세요... 사형집행하면 더좋고요...,0,157
존경하는 판사님~~ 고인의 대한 사죄나 반성도 안하고 온갖 변명만 하고있는 저 못된 잡것들을 제발 무기 징역으로 처벌해주세요,0,0
검사 ~ 무기 판사 ~ 사형 판사님 저런것들은 죽여야 맞땅하다고 온 국민이 울며 외치고 있습니다 다시는 이런일이 없도록 현명한 판례를 남겨 주십쇼.,0,0
검사 판사는 악질 범죄자들에게 좀 더 엄해져야 한다 악질 범죄자에게 선처하는 것은 범죄자를 돕는 또 다른 범죄이다 악질 범죄자를 중징계 하는 것은 선량한 사회구성원을 돕는 것이며 이것을 못하겠으면 마땅히 판사복을 벗아야 한다,0,4
"저것들은 사람이 아니다.변명도 변명 같아야지…최선의 판결을 내려야 한다.사형이면 더 좋겠지만,현재 울나라는 사형도 하지 않지만,판결조차도 잘 하지 않고 있다.무기징역을 받는다면 그냥 무기징역이 아닌,가석방 없는 무기징역으로 엄벌해야 한다.그렇치 않으면,모범수니 어쩌고 하면서 감형받고 해서,언젠가 다시 사회로 나올수 있기 때문에.",0,1
이은해가 나오면 더 많은 범죄와 같은 범죄가 계속 나옵니다!잘 판결해주시길!!,1,18
옳은 판결에 박수를 보냅니다. 다만 검사와 판사님들이 대부분 남성인지라 공감능력이 매우 낮아서 남성에게 죽은 여성 피해자와 성폭행 피해자 혹은 스토킹 피해자에겐 전혀 공감을 못하는 것 같은데 판검사님들은 여성 피해자를 위해서도 이렇게 판결하시고 울어주시길 바랍니다.,0,15
제발 감방에서도 더욱더 괴롭힘 당하길 바랍니다! 절대 감형없이 종징형으로 평생 감방에서 나오는 일 없게 해주세요!!!,0,4
왠 무기징역이냐 사형으로 바꾸어라,0,166
판사님 억울하게 죽은 한은 풀어주세요 사형을 구형해주세요,0,3
검사님.판사님올바른판단에.감사합니다.,1,0
유족의 말씀 대로 무기징역이 죄 값으로 너무나도 가볍지만 이 나라 법이 이러니 아쉬울 따름 입니다,0,0
대한민국은살인자들이 발붙일곳이없도록 판사들은 감형하지마라,0,5
최하 무기징역아니면 법은 없어져야된다.,1,1
인간에 탈을 쓴 악마들에게 무기징역 ? 말도 안됩니다 ᆢ국민세금으로 저런 쓰레기들 형량 동안 먹이고 재워줘? 제발 사형제도 실행 좀 ᆢ그래야 저런 천벌 받을짓 않하죠 ᆢ한 사람 인생을 망치고 죽음으로 끌고간 저 악마들 제발 좀 천벌을 내려주소서,0,0
"한동훈장관님 청문회때 국민들이란 단어가 많이 나와는뎅,,, 이럴때 국민들을 위해서 국민들이 원하는 형량으로 집행할수 있도록 도와주십시요. 국민들한테 점수따기 좋은 찬스입니다,,,",0,0
무기징역도 우리 세금으로 밥먹일 생각 하니 밥이 아깝다. 천벌받아라!!,1,0
판사님 온국민이보고있습니다 저악마들을제발 막아주세요,0,0
저런인간도 아닌것에 인권 운운 하지 말고 사형을 시켜야 한다 이나라는 법 부터 고쳐야 한다 법이 가볍다 가석방 없는 무기 징역을 때려주세요 감옥에서 절대 못나오게,0,0
판사는 아주 관대 하십니다 우리 죄인들도 판사에게 아부 떨고 불쌍한척 선처호소하면 무기징역이아니라 징역20년 이하로 때릴것을 믿습니다 범죄자를 향한 위대하신 판사님들의 관대하고도 너그러운 마음 범죄자는 죄짓고도 두발펴고 오늘도 꿀잠 잡니다 ^^,0,12
판결이 중요하지.. 아무리 검찰이 무기징역을 구형했다 하더라도 판사가 어떻게 판결하는지 귀추가 주목된다,1,1
가석방없는무기징역확정받길바란다,0,1
해당 재판부는 진짜 판결 잘 해 주실 걸로 믿습니다. 국민은 모두 알고 있습니다.,1,2
인간의 진실은 손바닥으로 하늘 가리기 무기징역보다는 평생 죽을때까지 강제노역시켜야 한다,0,0
설명하신 분 말씀 맞습니다. 사전에 계획한 고의적인 살인 입니다. 반성의 기미조차 하나 없는 저것들을 반드시 검사가 양형한 무기징역 이상으로 판사님도 선고해야 합니다! 아니 법이라는 게 인간한테 적용되는 것이니까 저것들은 인간이 아닌 놈들이니까 동물 죽이듯 죽여버리고 싶습니다. 저게 사람인가? 정말 해도 해도 너무했다. 고 윤씨인가 그분이 너무 안됬다...,0,0
마지막 종지부를 찍기 전 그런 생활을 만든 것만으로도 형량에 족하다고 생각합니다.,0,2
여자잘못만나 생을마감하신고인의명복을빕니다 ~방송접하고 넘불쌍하게 악마에게 가스라이팅당 한모습에 눈물이납니다 어쩌저다가 저런악마를만나 고통당하다 안탑깝습니다 판사님 !제발두연놈들 세상빛 몬보게하소서 가석방없는 무기징역으로 해주세요 부탁입니다~~,0,0
말도안되겠지만 평생 노역을시키고 거기에 파생되는 급여를 평생 피해자 유가족분들에게 지급하는 무기징역이였으면합니다ㅜㅜ,0,1
"복어독 먹인 것부터 시작해서 그동안 살인시도를 몇 번이나 해왔던게 드러났는데, 사람 보는 눈이 없었단 이유로 그렇게 아까운 사람이 간 게 너무 싫네요. 법원에서 가석방 없는 무기징역을 선고했으면 좋겠습니다. 아니면 이례적으로 검찰구형보다 더 무거운 사형선고하면 더 좋고요.",0,16
이사건은 판사님들이 제대로 판결하셨네요 감사합니다. 피해자의 인권보다 가해자의 인권과 가족을 먼저 생각해주세요,0,2
무기징역도 모자랍니다 착하게 성실하게살아오신분을 그렇게 만들어놓고 삼시세끼 일안하고 전기세 방세걱정안하고 살게해주고싶지않습니다 제발 사형선고내려주세요 그리고 사형제부활도 꼭 부활시켜주세요 남아있는 가족분들 평생 아파하며살아가실것을생각하니 너무 화가나고 속상합니다 고인분 좋은곳으로 가셨을거에요,0,0
판사를 AI인공지능 로봇으로 대체하는게 억울한사람도 없을뿐더러 범죄자들에게는 낮은형량을 판결하지 않을것,0,0
"사람이 인간성을 잃으면 저렇게 되는 겁니다.검사결과 싸이코패쓰라는데 저 지경이 되기 전에 어릴때부터 치료와 인성교육이 있었으면 어땠을까 하는 생각이 듭니다, 남에게 상처주지 않는 법과 상처받지 않는 방법을 어릴때부터 배워야 합니다.",0,0
전국민이 가석방 없는 무기징역을 기다립니다 이건 그냥 살인이 아니라 한 인간의 존엄과 영혼까지 탈탈 털고간 소시오패스의 악랄하고도 극악무도한 지옥에서 조차도 용서받지 못할 죄입니다,0,0
이런판결이 나와서 그나마 다행이네요~~,0,0
판사님 잘 하셨습니다,1,1
저런것은 사회에 또 나오면 저지랄보다 더 악랄해진다 절대감형은 안된다 천벌받아라,0,0
"인간이 아니죠~~ 소름돋아요 무기징역으로 참회하고 반성하고,이생을 마감하는것에 찬성합니다",0,0
유가족은 모래알만큼만 위로가됐을듯하네요 이은혜조연수 무기징역세금두 아깝습니다 이세상에서살아서숨쉬면안될듯합니다,0,1
요새 징역밥 아주잘나와서 살만합니다 훈제닭 닭도리탕 제육볶음 탕수육 아주 예술입니다 국도 겁나마싯어요 부대찌개에 닭곰탕나오고,0,1
판사 누군가요??? 모처럼 응원하고 싶은 판사님이 나오셨네,1,1
사형선고 가 답이다 무기징역 주면서 식량 주는것도 아깝다 저런것들 변호사 검사 선임 해선 안된다,0,0
와 이게 무기징역 이라니 참나,0,37
축하한다 이은해야ㅋㅋㅋ제대로된 판결 개꿀,1,0
제발 판결좀 잘 해라! 개죄명식으로 제판 하면 무죄다! 무죄!ㅠㅠ,0,51
정말 무섭네요 ~ 짐승보다도 못한 인간탈을쓰고 저런 뻔뻔한 ~~! 사형이 답입니다. 가해자를 죽인다고 달라지는건 없겠지만 피해자 유가족은 그나마 조금이라도 위안이 될것같네요~ 생명을 우습게아는 파렴치한 사람들에게 경종을 울리는 판결 존중합니다.,0,0
"사형은 안되지 죽을때까지,,징역에서 고통받기를,,,,",0,1
구형과 판결도 구분 못하는 고뭍국평오가 이렇게 많다니..,0,0
공분하는 이유가. 있지않은가?ㆍ 무기징역은 당연한것 ㆍ뻔뻔한것들,0,1
저 살인범들 우리가내는세금으로 운영되는 그곳에서 살게해주는것도 아깝지만 최종판결이 부디 가볍지않길 바랄뿐입니다,0,0
제발 감형없기를,0,20
판결 제대로 안내리면 국민들한테 혼나야 돼요 이상한판사들 너무많아,0,0
법원의 사형 판결 후 즉시 집행 해주시길 아무리 사형 폐지를 했어도 이 쓰레기 들 만큼은 인간으로 살 가치가 없으니까,0,11
사형이 내려져야 감형없는 무기징역이 되는거 아닌가?? 그냥 무기징역 판결되면 감형될수 있는거 아닌가요?? 하.. 저런것들은 능지처참 되야하는데,0,0
무기징역 당연한 결과이다... 조금 우려 되는 것은 감형없는 무기징역이 아닐꺼란 것이다.. 수감생활 착실히ㅘ고 뉘우 치는 척이라도 한다면.. 감형받을 가능 성이 크다.. 재발 감형받다..20~30년후 사회에 풀어 주는일 없이 죽어야 형이 끝나길 빈다..,0,19
"기획 살인, 보험 사기가 무기징역이라? 화형에 처해야죠.",0,1
검사는 피해자가 불쌍해서 울었겠지...저런 악마의 올가미에 걸려들었으니 얼마나 원통할까,0,8
아직도 연쇄살인범들 사형으로 판결 내리고 수감시켜 놓고 사형을 집행을 하지 않는지 사형이라는 제도을 없애라. 이또한 국민 정서에 맞지 않는다. 왜 집행을 안 하는지? 국민은 알고싶다.,0,0
